CPRO,CPRO_NAME,ECONOMIC_SECTOR,YEAR,TOTAL
02,Albacete,Agricultura,2011,15.5
02,Albacete,Agricultura,2012,18.0
02,Albacete,Agricultura,2013,18.0
02,Albacete,Agricultura,2014,18.0
02,Albacete,Agricultura,2015,15.75
02,Albacete,Agricultura,2016,18.0
02,Albacete,Agricultura,2017,18.0
02,Albacete,Agricultura,2018,15.5
02,Albacete,Agricultura,2019,15.75
02,Albacete,Agricultura,2020,18.0
02,Albacete,Agricultura,2021,15.5
02,Albacete,Agricultura,2022,18.0
02,Albacete,Agricultura,2023,18.0
02,Albacete,Agricultura,2024,18.0
02,Albacete,Agricultura,2025,15.0
02,Albacete,Construcción,2008,16.5
02,Albacete,Construcción,2009,18.0
02,Albacete,Construcción,2010,18.0
02,Albacete,Construcción,2011,15.0
02,Albacete,Construcción,2012,18.0
02,Albacete,Construcción,2013,18.0
02,Albacete,Construcción,2014,14.5
02,Albacete,Construcción,2015,18.0
02,Albacete,Construcción,2016,18.0
02,Albacete,Construcción,2017,18.0
02,Albacete,Construcción,2018,18.0
02,Albacete,Construcción,2019,15.0
02,Albacete,Construcción,2020,18.0
02,Albacete,Construcción,2021,18.0
02,Albacete,Construcción,2022,18.0
02,Albacete,Construcción,2023,14.75
02,Albacete,Construcción,2024,15.25
02,Albacete,Construcción,2025,18.0
02,Albacete,Industria,2008,18.0
02,Albacete,Industria,2009,18.0
02,Albacete,Industria,2010,18.0
02,Albacete,Industria,2011,18.0
02,Albacete,Industria,2012,16.25
02,Albacete,Industria,2013,16.5
02,Albacete,Industria,2014,16.25
02,Albacete,Industria,2015,18.0
02,Albacete,Industria,2016,18.0
02,Albacete,Industria,2017,16.5
02,Albacete,Industria,2018,17.0
02,Albacete,Industria,2019,17.25
02,Albacete,Industria,2020,18.0
02,Albacete,Industria,2021,18.0
02,Albacete,Industria,2022,18.0
02,Albacete,Industria,2023,18.0
02,Albacete,Industria,2024,18.0
02,Albacete,Industria,2025,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,16.5
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,18.25
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,14.75
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,18.0
02,Albacete,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,18.0
02,Albacete,Servicios,2008,18.0
02,Albacete,Servicios,2009,28.0
02,Albacete,Servicios,2010,18.0
02,Albacete,Servicios,2011,18.0
02,Albacete,Servicios,2012,18.0
02,Albacete,Servicios,2013,18.0
02,Albacete,Servicios,2014,18.0
02,Albacete,Servicios,2015,18.0
02,Albacete,Servicios,2016,18.0
02,Albacete,Servicios,2017,18.0
02,Albacete,Servicios,2018,18.0
02,Albacete,Servicios,2019,28.5
02,Albacete,Servicios,2020,18.0
02,Albacete,Servicios,2021,18.0
02,Albacete,Servicios,2022,18.0
02,Albacete,Servicios,2023,18.0
02,Albacete,Servicios,2024,29.5
02,Albacete,Servicios,2025,33.666666666666664
03,Alicante/Alacant,Agricultura,2008,21.25
03,Alicante/Alacant,Agricultura,2009,21.0
03,Alicante/Alacant,Agricultura,2010,27.0
03,Alicante/Alacant,Agricultura,2011,27.0
03,Alicante/Alacant,Agricultura,2012,27.0
03,Alicante/Alacant,Agricultura,2013,21.0
03,Alicante/Alacant,Agricultura,2014,21.0
03,Alicante/Alacant,Agricultura,2015,27.0
03,Alicante/Alacant,Agricultura,2016,20.75
03,Alicante/Alacant,Agricultura,2017,27.0
03,Alicante/Alacant,Agricultura,2018,27.0
03,Alicante/Alacant,Agricultura,2019,27.0
03,Alicante/Alacant,Agricultura,2020,20.75
03,Alicante/Alacant,Agricultura,2021,27.0
03,Alicante/Alacant,Agricultura,2022,27.0
03,Alicante/Alacant,Agricultura,2023,27.0
03,Alicante/Alacant,Agricultura,2024,27.0
03,Alicante/Alacant,Agricultura,2025,27.0
03,Alicante/Alacant,Construcción,2008,23.5
03,Alicante/Alacant,Construcción,2009,27.0
03,Alicante/Alacant,Construcción,2010,27.0
03,Alicante/Alacant,Construcción,2011,22.25
03,Alicante/Alacant,Construcción,2012,27.0
03,Alicante/Alacant,Construcción,2013,21.75
03,Alicante/Alacant,Construcción,2014,27.0
03,Alicante/Alacant,Construcción,2015,27.0
03,Alicante/Alacant,Construcción,2016,27.0
03,Alicante/Alacant,Construcción,2017,27.0
03,Alicante/Alacant,Construcción,2018,27.0
03,Alicante/Alacant,Construcción,2019,21.75
03,Alicante/Alacant,Construcción,2020,27.0
03,Alicante/Alacant,Construcción,2021,27.0
03,Alicante/Alacant,Construcción,2022,27.0
03,Alicante/Alacant,Construcción,2023,22.25
03,Alicante/Alacant,Construcción,2024,27.0
03,Alicante/Alacant,Construcción,2025,27.0
03,Alicante/Alacant,Industria,2008,27.0
03,Alicante/Alacant,Industria,2009,27.0
03,Alicante/Alacant,Industria,2010,27.0
03,Alicante/Alacant,Industria,2011,23.75
03,Alicante/Alacant,Industria,2012,24.25
03,Alicante/Alacant,Industria,2013,23.5
03,Alicante/Alacant,Industria,2014,27.0
03,Alicante/Alacant,Industria,2015,23.25
03,Alicante/Alacant,Industria,2016,20.25
03,Alicante/Alacant,Industria,2017,21.75
03,Alicante/Alacant,Industria,2018,27.0
03,Alicante/Alacant,Industria,2019,27.0
03,Alicante/Alacant,Industria,2020,27.0
03,Alicante/Alacant,Industria,2021,23.25
03,Alicante/Alacant,Industria,2022,27.0
03,Alicante/Alacant,Industria,2023,27.0
03,Alicante/Alacant,Industria,2024,23.5
03,Alicante/Alacant,Industria,2025,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,24.5
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,22.25
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,22.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,22.25
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,21.75
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,27.0
03,Alicante/Alacant,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,20.333333333333332
03,Alicante/Alacant,Servicios,2008,27.0
03,Alicante/Alacant,Servicios,2009,36.75
03,Alicante/Alacant,Servicios,2010,36.0
03,Alicante/Alacant,Servicios,2011,35.0
03,Alicante/Alacant,Servicios,2012,34.75
03,Alicante/Alacant,Servicios,2013,45.0
03,Alicante/Alacant,Servicios,2014,35.75
03,Alicante/Alacant,Servicios,2015,27.0
03,Alicante/Alacant,Servicios,2016,27.0
03,Alicante/Alacant,Servicios,2017,27.0
03,Alicante/Alacant,Servicios,2018,27.0
03,Alicante/Alacant,Servicios,2019,47.0
03,Alicante/Alacant,Servicios,2020,38.25
03,Alicante/Alacant,Servicios,2021,37.5
03,Alicante/Alacant,Servicios,2022,37.0
03,Alicante/Alacant,Servicios,2023,38.0
03,Alicante/Alacant,Servicios,2024,27.0
03,Alicante/Alacant,Servicios,2025,27.0
04,Almería,Agricultura,2008,17.0
04,Almería,Agricultura,2009,17.0
04,Almería,Agricultura,2010,17.0
04,Almería,Agricultura,2011,17.75
04,Almería,Agricultura,2012,17.0
04,Almería,Agricultura,2013,17.0
04,Almería,Agricultura,2014,17.0
04,Almería,Agricultura,2015,17.0
04,Almería,Agricultura,2016,17.0
04,Almería,Agricultura,2017,17.0
04,Almería,Agricultura,2018,18.0
04,Almería,Agricultura,2019,18.5
04,Almería,Agricultura,2020,17.0
04,Almería,Agricultura,2021,17.0
04,Almería,Agricultura,2022,19.25
04,Almería,Agricultura,2023,17.0
04,Almería,Agricultura,2024,17.0
04,Almería,Agricultura,2025,17.0
04,Almería,Construcción,2008,17.0
04,Almería,Construcción,2009,15.5
04,Almería,Construcción,2010,17.0
04,Almería,Construcción,2011,14.25
04,Almería,Construcción,2012,17.0
04,Almería,Construcción,2013,14.25
04,Almería,Construcción,2014,17.0
04,Almería,Construcción,2015,17.0
04,Almería,Construcción,2016,17.0
04,Almería,Construcción,2017,14.0
04,Almería,Construcción,2018,17.0
04,Almería,Construcción,2019,17.0
04,Almería,Construcción,2020,17.0
04,Almería,Construcción,2021,17.0
04,Almería,Construcción,2022,13.75
04,Almería,Construcción,2023,11.0
04,Almería,Construcción,2024,10.5
04,Almería,Construcción,2025,17.0
04,Almería,Industria,2008,17.0
04,Almería,Industria,2009,17.0
04,Almería,Industria,2010,17.0
04,Almería,Industria,2011,17.0
04,Almería,Industria,2012,17.0
04,Almería,Industria,2013,17.0
04,Almería,Industria,2014,13.5
04,Almería,Industria,2015,17.0
04,Almería,Industria,2016,17.0
04,Almería,Industria,2017,17.0
04,Almería,Industria,2018,17.0
04,Almería,Industria,2019,17.0
04,Almería,Industria,2020,14.25
04,Almería,Industria,2021,14.5
04,Almería,Industria,2022,14.0
04,Almería,Industria,2023,14.5
04,Almería,Industria,2024,17.0
04,Almería,Industria,2025,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,14.75
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,15.5
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,16.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,15.5
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,14.5
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,17.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,15.0
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,14.5
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,14.25
04,Almería,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,13.333333333333334
04,Almería,Servicios,2008,27.0
04,Almería,Servicios,2009,17.0
04,Almería,Servicios,2010,27.0
04,Almería,Servicios,2011,17.0
04,Almería,Servicios,2012,26.25
04,Almería,Servicios,2013,17.0
04,Almería,Servicios,2014,27.25
04,Almería,Servicios,2015,17.0
04,Almería,Servicios,2016,17.0
04,Almería,Servicios,2017,17.0
04,Almería,Servicios,2018,17.0
04,Almería,Servicios,2019,17.0
04,Almería,Servicios,2020,17.0
04,Almería,Servicios,2021,17.0
04,Almería,Servicios,2022,17.0
04,Almería,Servicios,2023,17.0
04,Almería,Servicios,2024,17.0
04,Almería,Servicios,2025,32.666666666666664
05,Ávila,Agricultura,2008,19.5
05,Ávila,Agricultura,2009,20.0
05,Ávila,Agricultura,2010,23.0
05,Ávila,Agricultura,2011,23.0
05,Ávila,Agricultura,2012,23.0
05,Ávila,Agricultura,2013,23.0
05,Ávila,Agricultura,2014,19.5
05,Ávila,Agricultura,2015,23.0
05,Ávila,Agricultura,2016,23.0
05,Ávila,Agricultura,2017,23.0
05,Ávila,Agricultura,2018,23.0
05,Ávila,Agricultura,2019,23.0
05,Ávila,Agricultura,2020,23.0
05,Ávila,Agricultura,2021,23.0
05,Ávila,Agricultura,2022,19.75
05,Ávila,Agricultura,2023,23.0
05,Ávila,Agricultura,2024,19.0
05,Ávila,Agricultura,2025,23.0
05,Ávila,Construcción,2008,23.0
05,Ávila,Construcción,2009,23.0
05,Ávila,Construcción,2010,23.0
05,Ávila,Construcción,2011,20.0
05,Ávila,Construcción,2012,23.0
05,Ávila,Construcción,2013,19.5
05,Ávila,Construcción,2014,23.0
05,Ávila,Construcción,2015,19.5
05,Ávila,Construcción,2016,19.0
05,Ávila,Construcción,2017,23.0
05,Ávila,Construcción,2018,23.0
05,Ávila,Construcción,2019,19.5
05,Ávila,Construcción,2020,23.0
05,Ávila,Construcción,2021,19.75
05,Ávila,Construcción,2022,15.5
05,Ávila,Construcción,2023,23.0
05,Ávila,Construcción,2024,23.0
05,Ávila,Construcción,2025,23.0
05,Ávila,Industria,2008,23.0
05,Ávila,Industria,2009,23.0
05,Ávila,Industria,2010,23.0
05,Ávila,Industria,2011,19.25
05,Ávila,Industria,2012,23.0
05,Ávila,Industria,2013,23.0
05,Ávila,Industria,2014,19.25
05,Ávila,Industria,2015,19.0
05,Ávila,Industria,2016,19.5
05,Ávila,Industria,2017,20.0
05,Ávila,Industria,2018,23.0
05,Ávila,Industria,2019,19.75
05,Ávila,Industria,2020,23.0
05,Ávila,Industria,2021,23.0
05,Ávila,Industria,2022,23.0
05,Ávila,Industria,2023,23.0
05,Ávila,Industria,2024,23.0
05,Ávila,Industria,2025,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,20.5
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,20.5
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,20.5
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,18.75
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,19.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,18.75
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,23.0
05,Ávila,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,23.0
05,Ávila,Servicios,2008,23.0
05,Ávila,Servicios,2009,23.0
05,Ávila,Servicios,2010,30.75
05,Ávila,Servicios,2011,23.0
05,Ávila,Servicios,2012,31.25
05,Ávila,Servicios,2013,23.0
05,Ávila,Servicios,2014,23.0
05,Ávila,Servicios,2015,23.0
05,Ávila,Servicios,2016,44.75
05,Ávila,Servicios,2017,23.0
05,Ávila,Servicios,2018,33.75
05,Ávila,Servicios,2019,33.25
05,Ávila,Servicios,2020,23.0
05,Ávila,Servicios,2021,42.5
05,Ávila,Servicios,2022,23.0
05,Ávila,Servicios,2023,23.0
05,Ávila,Servicios,2024,23.0
05,Ávila,Servicios,2025,38.666666666666664
06,Badajoz,Agricultura,2008,17.0
06,Badajoz,Agricultura,2009,15.75
06,Badajoz,Agricultura,2010,15.5
06,Badajoz,Agricultura,2011,17.0
06,Badajoz,Agricultura,2012,17.0
06,Badajoz,Agricultura,2013,17.0
06,Badajoz,Agricultura,2014,17.0
06,Badajoz,Agricultura,2015,15.5
06,Badajoz,Agricultura,2016,14.25
06,Badajoz,Agricultura,2017,17.0
06,Badajoz,Agricultura,2018,17.0
06,Badajoz,Agricultura,2019,17.0
06,Badajoz,Agricultura,2020,15.75
06,Badajoz,Agricultura,2021,15.5
06,Badajoz,Agricultura,2022,13.75
06,Badajoz,Agricultura,2023,15.25
06,Badajoz,Agricultura,2024,17.0
06,Badajoz,Agricultura,2025,17.0
06,Badajoz,Construcción,2008,16.25
06,Badajoz,Construcción,2009,16.0
06,Badajoz,Construcción,2010,17.0
06,Badajoz,Construcción,2011,17.0
06,Badajoz,Construcción,2012,14.75
06,Badajoz,Construcción,2013,17.0
06,Badajoz,Construcción,2014,17.0
06,Badajoz,Construcción,2015,17.0
06,Badajoz,Construcción,2016,14.25
06,Badajoz,Construcción,2017,14.0
06,Badajoz,Construcción,2018,14.0
06,Badajoz,Construcción,2019,17.0
06,Badajoz,Construcción,2020,17.0
06,Badajoz,Construcción,2021,14.0
06,Badajoz,Construcción,2022,17.0
06,Badajoz,Construcción,2023,17.0
06,Badajoz,Construcción,2024,14.25
06,Badajoz,Construcción,2025,17.0
06,Badajoz,Industria,2008,15.5
06,Badajoz,Industria,2009,15.5
06,Badajoz,Industria,2010,17.0
06,Badajoz,Industria,2011,17.0
06,Badajoz,Industria,2012,13.0
06,Badajoz,Industria,2013,17.0
06,Badajoz,Industria,2014,17.0
06,Badajoz,Industria,2015,17.0
06,Badajoz,Industria,2016,17.0
06,Badajoz,Industria,2017,17.0
06,Badajoz,Industria,2018,17.0
06,Badajoz,Industria,2019,17.0
06,Badajoz,Industria,2020,17.0
06,Badajoz,Industria,2021,17.0
06,Badajoz,Industria,2022,17.0
06,Badajoz,Industria,2023,17.0
06,Badajoz,Industria,2024,17.0
06,Badajoz,Industria,2025,14.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,14.25
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,15.5
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,16.75
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,16.75
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,16.75
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,15.5
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,14.75
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,17.0
06,Badajoz,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,17.0
06,Badajoz,Servicios,2008,17.0
06,Badajoz,Servicios,2009,17.0
06,Badajoz,Servicios,2010,27.5
06,Badajoz,Servicios,2011,17.0
06,Badajoz,Servicios,2012,17.0
06,Badajoz,Servicios,2013,27.25
06,Badajoz,Servicios,2014,17.0
06,Badajoz,Servicios,2015,17.0
06,Badajoz,Servicios,2016,27.5
06,Badajoz,Servicios,2017,17.0
06,Badajoz,Servicios,2018,38.5
06,Badajoz,Servicios,2019,17.0
06,Badajoz,Servicios,2020,17.0
06,Badajoz,Servicios,2021,17.0
06,Badajoz,Servicios,2022,17.0
06,Badajoz,Servicios,2023,17.0
06,Badajoz,Servicios,2024,17.0
06,Badajoz,Servicios,2025,17.0
07,"Balears, Illes",Agricultura,2008,23.0
07,"Balears, Illes",Agricultura,2009,23.0
07,"Balears, Illes",Agricultura,2010,23.0
07,"Balears, Illes",Agricultura,2011,23.0
